localization_key,English_reference,English_display
s_ti_henry_to_byl_ale_zav_V7pd,"What a race, huh? I didn't look behind much, so I don't know if you enjoyed it as much as I did!","What a race, eh? I didn't look behind much, so I don't know if you enjoyed it as much as I did!"
s_ti_henry_to_je_dobry_ho_MTNa,"Don't bother about cleaning them, innkeeper.","Don't even bother cleaning them, innkeeper."
s_ti_henry_uz_to_tak_vypa_fj5o,It looks that way. Do you have a room for us? At least for a few days.,Seems that way. Do you have a room for us? At least for a few days.
s_ti_hospodsky_ale_samozr_KJQ2,But of course! It was ordered by your friend Žižka.,But of course! It was ordered by your friend Zizka.
s_ti_hospodsky_ale_samozr_ncaB,But of course! We have two free rooms right here on this floor.,But of course! We have two free rooms just upstairs.
s_ti_hospodsky_tichacek_p_NiX6,"Tichachek, my name's Tichachek.",Treadlight. The name's Treadlight.
s_ti_hospodsky_vazenej_pa_sFi6,Sir... Will you be spending the night here?,Will you be spending the night?
s_ti_tibor_a_ty_zase_v_ko_jvv7,And you're the better rider. We're good at different things.,And you are the better rider. Sako djanel peskero.
s_ti_tibor_a_vim_ze_jako__wZrb,"And I know that it's a bit pretentious for me as the one who lost, but I've got a piece of advice for you.","Maybe you do not want to hear advice from loser, but I tell you one thing."
s_ti_tibor_ba_ne_zabehnu__Fokz,"No, I'll go get them myself. You have done too much for us already.","No, I will go and get them myself. You have done more than enough for us already."
s_ti_tibor_byl_jsi_lepsi__VMEW,"You were the better rider, I've got to admit that.","You were the better rider, I admit that."
s_ti_tibor_ja_te_varoval__V2yA,I warned you I wouldn't spare you! And I won even though my horse is having a bad day today!,I warned you I will not spare you! And I won even though my grai has bad day today!
s_ti_tibor_je_mi_to_lito__XwKM,"I am sorry Henry, I couldn't have spared you. Dad would never forgive me.","I am sorry Henry, I couldn't spare you. Dad would never forgive me."
s_ti_tibor_kada_bajinav_p_RgDl,"!P Kada bajinav. Sorry, Henry, but we cannot. I must honour my father's wish and do my best.","Kada baayinav. Sorry, Henry, but we cannot. I must honour my father's wish and do my best."
s_ti_tibor_kazdopadne_ted_KhCh,"Anyway, the family is not here yet. Mother must perform the rite.","Anyway, my family is not here yet. Eh'daay must come to vartinel."
s_ti_tibor_kdyby_ne_tak_t_Ghcm,Um… I managed.,Well… I managed.
s_ti_tibor_neposlouchal_a_urF1,"He didn't obey and when I urged him on, he almost threw me off a couple of times!","He don't obey and when I push him, he nearly throw me couple of times!"
s_ti_tibor_rikal_jsem_ze__Pf08,"I told you I wouldn't spare you! I'm sorry, but I can't let my dad down!","I told you I will not spare you! Sorry, but I cannot disappoint my Dad."
s_ti_tibor_sledoval_jsem__Gs3h,"I've watched you ride and if you squeezed your thighs a little tighter, you'd be more stable in a gallop. Try it.","I watch you ride. If you squeeze your thighs a bit tighter, you have better grip in gallop. Dikehah!"
s_ti_tibor_to_je_chytry_Hhx2,"Ha ha, the Voivode couldn't resist a wager, huh?","Ha ha! Voivode cannot resist wager, ever."
s_ti_tibor_tuhle_urazku_p_XYAJ,"I shall ingnore your insult, but only because you helped me before.","I shall ignore your insult, but only because you helped me before."
s_ti_tibor_vubec_nevim_co_e1Z8,I don't understand this. It's as if my horse has forgotten about me in these few days!,I do not understand this. Like my horse forget me in these few days!
s_to_hejtman_t_ach_jo__co_Ha1F,Nothing much. Sir Otto is in Kuttenberg.,"Ah, nothing much. Sir Otto is in Kuttenberg."
s_to_hejtman_t_jindro_ses_pwVO,"Henry, is it you? What the hell are you doing here?","Henry, is that you? What the fuck are you doing here?"
s_to_hejtman_t_komoriho_z_59e2,"The chamberlain was killed in a gorge. And that Istvan… well, what happened, happened.","The chamberlain was killed here in a gorge. And that Istvan… well, the less said, the better."
s_to_hejtman_t_krucifix_s_sYzw,Christ... By rights I ought to lock you up in jail again and send for the executioner!,Christ! By rights I ought to lock you up in jail again and send for the executioner!
s_to_hejtman_t_treba_jo_j_VX95,Perhaps. One never knows. Best be off now though!,Perhaps. You never know. Best be off now though!
s_to_henry_ja_vlastne_ani_L0NE,"Er… actually, I don't really know.","Er… actually, I'm not quite sure."
s_uc_henry_no_jasne_sem_s_clX9,Too right! Gimme that schnapps!,Too right! Give me that schnapps!
s_uc_henry_no_jo_stane_se_GZI9,"It’s not at all easy, forging in that state…","It’s not at all easy, forging in this state…"
s_uc_ucednik_j_a_navic_si_mfjz,Worth every groschen—here you go!,Worth every groschen - here you go!
s_uc_ucednik_j_a_navic_si_qzhL,"And on top of that, to imagine I was his apprentice... I certainly don’t regret the money.","And on top of that, to imagine I was his apprentice... I certainly don’t regret the coin."
s_uc_ucednik_j_ach_jo_uz__mOgP,At first I reckoned that axe would turn out grand... but it was shite.,At first I reckoned that axe would turn out grand... but it was shit.
s_uc_ucednik_j_ale_na_dru_rwgC,"Well, it actually went fairly well in the end.","Well, you actually did fairly well in the end."
s_uc_ucednik_j_ale_neboj__OgXu,I’ll never forget this—never! And that loud-mouth can sod off!,I’ll never forget this - never! And that loud-mouth can sod off!
s_uc_ucednik_j_chtel_jsem_o4Py,I knew you’d knock out some daft axe with one hand tied!,I knew you’d knock out a stupid old axe with one hand tied!
s_uc_ucednik_j_huaaa_na_z_6kZy,"Waaay! Cheers, master!","Waaay! Your health, Master!"
s_uc_ucednik_j_ja_dekuju__4bkF,Thank you for letting me dream for a moment... what it would be like if...,Thank you for letting me dream for a while... what it would be like if...
s_uc_ucednik_j_ja_dekuju__OYto,Thank you. For a moment I felt... different.,Thank you. For a while I felt... different.
s_uc_ucednik_j_no_doufal__9qhC,Well... I was hoping I’d see you forge a proper greatsword...,Well... I was hoping I’d see you forge a big old proper sword...
s_uc_ucednik_j_no_teda_to_Skm4,"Goodness... that was marvellous, master! Watching such a skilled sword-smith at work...","Goodness... that was marvellous, Master! Watching such a skilled sword-smith at work..."
s_uc_ucednik_j_tady_mas_m_itx7,"Here you are, master. Have this so you feel better and sleep easy.","Here you are, Master. Have this so you feel better and sleep easy."
s_uc_ucednik_j_tyvole_spl_OeMG,Bloody hell… my dream’s come true!,Ty vole… my dream’s come true!
s_uc_ucednik_j_vazne_jsem_WT6f,I really did feel a bit like your apprentice while watching... It was worth the money.,I really did feel a bit like your apprentice while watching... It was worth the coin.
s_uh_henry_potreboval_byc_iHsk,I need to ask you something…,I need to ask you something.
s_va_cerny_bar_ale_jo_co__OdiR,You're killing me. What'll it be?,"You ain't making it easy for me, lad… What'll it be?"
s_va_cerny_bar_ale_to_je__na6e,Maybe another time...,"Maybe some other time, then…"
s_va_cerny_bar_ano_potomh_IhvO,"I'd be honoured! But right now, I need a bath and a beer!","I'd be honoured! But right now, I need a bath and an some ale!"
s_va_cerny_bar_chapu__gmGh,I used to be able to do this all day when I was your age! I will look forward to our next meeting.,I could last all day when I was your age! I look forward to our next duel.
s_va_cerny_bar_chces_pak__LMX6,Do you want to continue after that?,Do you want to continue afterwards?
s_va_cerny_bar_dej_mi_chv_cq07,"Sure, we can continue, just let me catch my breath.","Let me catch my breath, then we can continue with whatever you want."
s_va_cerny_bar_diky_ale_k_hiLg,"No wonder, I used to be one of the best.","No wonder, I used to be one of the best!"
s_va_cerny_bar_dneska_jse_LzwS,But I feel as if I got trampled by a horse...,And I feel like I've been tramped by a horse…
s_va_cerny_bar_dobra_vzda_UNFX,I give up!,I surrender!
s_va_cerny_bar_dost_at_tu_iBJg,That was enough of that. What do you want to try now?,That's enough of that. What do you want to try now?
s_va_cerny_bar_jasny_az_z_P3a3,You kids have no stamina... You know where to find me!,"You youngsters these days have no stamina… Well, you know where to find me!"
s_va_cerny_bar_jeste_se_m_SKzD,"You've got a lot to learn, boy.","You've got a lot to learn, lad."
s_va_cerny_bar_jestli_chc_Q1ab,"If you want to continue, come back tomorrow.","If you want to continue, come back another time."
s_va_cerny_bar_kdyz_mysli_iJ19,"If you think so... You'd better get some rest, you're barely standing.","As you wish... You'd better get some rest, you're barely standing."
s_va_cerny_bar_konec_vzda_3796,The youth has prevailed! I give up.,Youth has prevailed! I surrender.
s_va_cerny_bar_moc_si_toh_gDSV,"I'm a little disappointed, lad.","I'm a bit disappointed, lad."
s_va_cerny_bar_nebyl_jsi__E6SZ,"But it was pretty close! For a while there, I didn't think I was gonna make it...","That was a close one! For a while there, I wasn't sure I could handle you…"
s_va_cerny_bar_prohral_js_dwFX,"You lost, lad. Even at my age, I'm still strong enough!","You lost, lad. Even at my age, I've still got plenty of strength!"
s_va_cerny_bar_skoda_tak__2w10,I love duels such as this one. But now I need to rest. My old bones got some beating.,"I like fights like these. But now I need to rest, my old bones took quite a beating."
s_va_cerny_bar_staci_uz_m_BcqG,Enough! I'm too old for this.,Enough! I'm getting too old for this.
s_va_cerny_bar_ted_se_bez_VJVY,But you've got talent and may catch up soon!,"But you've got talent, I reckon you'll catch up soon enough!"
s_va_cerny_bar_to_je_dobr_gLbY,"Me too, I'm starting to feel my age.  Feel free to come back tomorrow.","I know I have, I'm starting to feel my age. Feel free to come back tomorrow."
s_va_cerny_bar_to_mas_pra_zRop,What happened to your sense of honour? You can't give up after the first setback!,Where's your sense of honour? You can't give up after the first setback!
s_va_cerny_bar_to_si_to_r_wCTQ,You're giving up fast.,You sure gave up fast.
s_va_cerny_bar_treba_jK8Z,I'd love a rematch.,Let's do it again sometime.
s_va_cerny_bar_tve_prvni__7qKW,You beat me! Do you think you can do it again?,You beat me! But can you do it again?
s_va_cerny_bar_uvidime_co_C0bE,I'll get a good night's sleep and next time we'll see!,"I'll get a good night's sleep, and next time we'll see!"
s_va_cerny_bar_zkusme_to__CNWk,"You really gave me a hard time, Henry, now I need to rest.","You really gave me a hard time, Henry. I need some rest."
s_va_henry_ale_bylo_to_te_GSRU,It was pretty close.,That was pretty close.
s_va_henry_ale_bylo_to_te_d9RA,That was a close one.,That was close.
s_va_henry_ale_dal_si_mi__EEIJ,You gave me a licking.,You gave me what for.
s_va_henry_ale_dal_si_mi__ZzI8,You didn't make it easy for me.,You sure didn't make it easy for me.
s_va_henry_ale_jo_Aeww,Oof... Plenty.,"Oof... Aye, plenty."
s_va_henry_ale_jo_LmeW,Yeah…,"Yeah, I reckon."
s_va_henry_ale_jo_w467,"Yeah, I've had enough.","Aye, I reckon I have."
s_va_henry_ale_kdeze_GWVi,Bollocks…,Bollocks!
s_va_henry_ale_nedaroval__dXyO,But you didn't make it eas for me.,But you didn't make it easy for me.
s_va_henry_chci_zase_bojo_5Fzi,I want to try another practice weapon.,I want to try a different practice weapon.
s_va_henry_chci_zase_bojo_vTNQ,"I want another practice one, but with a different weapon.","I want another practice fight, but with different weapons."
s_va_henry_diky_hadam_ze__Rhme,"Thanks for the fight, Hetman!","Thanks for the fight, Captain!"
s_va_henry_jasne_bez_si_o_SqVW,Of course. go and rest.,Of course. Go and rest.
s_va_henry_jeste_zkusme_c_ga6U,"Another round, but with different weapons.","Another practice round, but with different weapons."
s_va_henry_mozna_jsme_se__lavY,Maybe Jasak and I… Misunderstood each other… So we had to set things straight.,"Mmm, seems Jasak and I… misunderstood each other. So we had to set things straight."
s_va_henry_muzem_pak_zkus_uFKH,Can we continue?,Can we continue afterwards?
s_va_henry_na_zdravi_oRxn,You can bet on that…,You can bet on that.
s_va_henry_nerikej_jbUa,It can't be helped...,What can you do…?
s_va_henry_nerikej_phPw,No shit…,You don't say.
s_va_henry_nerikej_yoUb,I admit defeat!,"Alright, I accept defeat!"
s_va_henry_nic_si_z_toho__czIR,Next time perhaps you'll win!,Maybe you'll win next time!
s_va_henry_pak_se_tam_uka_I2Ud,"Then some bloke who also had the hots for her showed up, and we had to lay it down for him…","Then some other fellah that has the hots for her showed up, so we had to lay it down for him."
s_va_henry_pak_teda_lepsi_Hqo7,Well… may the better man win!,"Well then, may the best man win!"
s_va_henry_pojdme_zase_to_9tVl,Let's keep it the same.,Let's try that again.
s_va_henry_pojdme_zase_to_HXxW,Let's do this again!,Let's have another go!
s_va_henry_pojdme_zase_to_d53T,Let's do it once more.,Let's do more of the same.
s_va_henry_pojdme_znovu_b_6o7J,Let's change our weapons and keep practicing.,"Let's have another practice fight, but change weapons."
s_va_henry_pojdme_znovu_b_gfls,"Let's have another practice fight, but change weapons.","Let's have another practice fight, but with different weapons."
