localization_key,score,reasons,English_reference,English_display,preserved_tokens,preserved_in_locales
stre_strelnice_ty_terce_j_MHB1,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: terče, jsou, nějaký, menší, nebo",,"Ty terče jsou nějaký menší, nebo co...",terče; jsou; nějaký; menší; nebo,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Spanish; Turkish; Ukrainian; Vietnamese
stre_strelnice_ty_terce_j_bH4c,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Ezek, célok, mintha, messzebb, lennének | preserved token(s) also present in English reference","Ezek célok ma mintha messzebb lennének, nem?","Ezek a célok ma mintha messzebb lennének, nem?",Ezek; célok; mintha; messzebb; lennének,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stre_strelnice_vy_ste_mi__cula,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Arréb, tettétek, céltáblát, ismerjétek | preserved token(s) also present in English reference","Arréb tettétek a céltáblát, ismerjétek be!","Arréb tettétek a céltáblát, ismerjétek be!",Arréb; tettétek; céltáblát; ismerjétek,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stre_strelnice_zase_jen_d_NWSs,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Megint, csak, pont | preserved token(s) also present in English reference",Megint csak két pont?,Megint csak két pont?,Megint; csak; pont,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stre_strelnice_zase_jen_n_kFOP,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: megint, csak, széle | preserved token(s) also present in English reference",Már megint csak a széle!,Már megint csak a széle!,megint; csak; széle,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stre_strelnice_ze_ja_se_v_2JTC,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: szarért, célozgatok, lőhetnék, akár, vakon | preserved token(s) also present in English reference","Mi a szarért célozgatok, lőhetnék akár vakon is...","Mi a szarért célozgatok, lőhetnék akár vakon is...",szarért; célozgatok; lőhetnék; akár; vakon,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
svat_quest_tip_dal_sem_sl_5iQW,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: habe, gehört, Kuttenberg | preserved token(s) also present in English reference","Ich habe auch gehört, there have been some disputes between the miners in Kuttenberg.","Ich habe gehört, there have been some disputes between the miners in Kuttenberg.",habe; gehört; Kuttenberg,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
svat_quest_tip_nevim_o_co_4WOi,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: weiß, nicht, worum, geht | preserved token(s) also present in English reference","... Ich weiß nicht, was los ist, but I hear it has something to do with their traditional archery competition.","Ich weiß nicht, worum es geht, but I hear it has something to do with their traditional archery competition.",weiß; nicht; worum; geht,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian
svat_svatava_no_a_pak_pri_dtRY,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Henry, Vendula | preserved token(s) also present in English reference","…and then in comes Henry, who gave him the entire inheritance. To let go of Vendula.","… and then in comes Henry and gives him the entire inheritance, so that he'd let Vendula go.",Henry; Vendula,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
svep_hrac_ehh_a_kutya_a_s_FTCi,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: kutya, szádba, akarja | preserved token(s) also present in English reference","Ehh, a kutya a szádba akarja?","Ehh, a kutya a szádba akarja?",kutya; szádba; akarja,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
svep_svepomoc__akarsze_el_0B93,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Akarsz-e, élni, Akkor, mutasd, filléreket | preserved token(s) also present in English reference",Akarsz-e élni Akkor mutasd a filléreket!,Akarsz-e élni? Akkor mutasd a filléreket!,Akarsz-e; élni; Akkor; mutasd; filléreket,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
svep_svepomoc__chces_zit__Ynjb,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Pénzt, vagy, életet | preserved token(s) also present in English reference",Pénz vagy életed!,Pénzt vagy életet!,Pénzt; vagy; életet,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
svep_svepomoc__feladod_sz_8frs,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Feladod, Szóval, fizess | preserved token(s) also present in English reference",Feladod? Szóval fizess!,Feladod? Szóval fizess!,Feladod; Szóval; fizess,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
svep_svepomoc__fizess_vag_FWTb,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Fizess, vagy, túróba, vagdallak | preserved token(s) also present in English reference","Fizess, vagy túróba vagdallak!","Fizess, vagy túróba vagdallak!",Fizess; vagy; túróba; vagdallak,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
svep_svepomoc__hmm_beke_s_QCkL,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Béke, Szerencsés, vagy | preserved token(s) also present in English reference",Hmm. Béke. Szerencsés vagy!,Hmm. Béke. Szerencsés vagy!,Béke; Szerencsés; vagy,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
svep_svepomoc__kuss_penz_MXBB,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Kuss, Pénzt | preserved token(s) also present in English reference",Kuss! Pénz!,Kuss! Pénzt!,Kuss; Pénzt,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
svep_svepomoc__penz_tedd__EDJA,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Pénzt, Fizess, különben, meghalsz | preserved token(s) also present in English reference","Pénz! Tedd ide őket, különben meghalsz!","Pénzt! Fizess, különben meghalsz!",Pénzt; Fizess; különben; meghalsz,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
svep_svepomoc__takovy_sil_plXU,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Hahaha, szar, Mókás, vagy | preserved token(s) also present in English reference","Hahaha, te szar! Szórakoztattál!","Hahaha, te szar! Mókás vagy!",Hahaha; szar; Mókás; vagy,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
svep_svepomoc__takze_umre_FPvL,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: elég, Megöllek, mindent, ellopok, döglött, testedről",That's not enough! You'll die and I'll take everything you have from your corpse!,"Nem elég! Megöllek, és mindent ellopok a döglött testedről!",elég; Megöllek; mindent; ellopok; döglött; testedről,Chineses; Czech; German; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
tach_henry_ja_jsem_ze_ska_nmVd,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Skalitz, Kolin, Kuttenberg, Sasau | preserved token(s) also present in English reference",I'm from Skalitz… You'd have to go towards Collin and Kuttenberg and then turn to Sasau to get there.,"I'm from Skalitz… From here, you'd have to go towards Kolin and Kuttenberg, then turn towards the Sasau River.",Skalitz; Kolin; Kuttenberg; Sasau,French; German; Italian; Polish; Portuguese; Turkish; Vietnamese
tach_henry_no_a_u_nas_jsm_QrEm,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Rovna, Uzhitz | preserved token(s) also present in English reference",You know… Back home… We also used to have a maypole… And we used to steal it from each other with the lads from Rovna and Uzhitz.,"You see… Back home, we used to have a maypole just like it. Us and the lads from Rovna and Uzhitz used to steal it from each other.",Rovna; Uzhitz,French; Italian; Portuguese; Turkish; Vietnamese
tahn_cikan_muz_s_ZWj6,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: paleh, dake, andre, mindj, khatar, avľal | preserved token(s) also present in English reference","Dja paleh la dake andre mindj, khatar avľal! And do not come back!","Dja paleh la dake andre mindj, khatar avľal! And do not come back!",paleh; dake; andre; mindj; khatar; avľal,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian
tibo_tibor_ach_jo_gejza_t_09zZ,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Gejza, dilino | preserved token(s) also present in English reference","!P Alas… I shall have that picture before my eyes as long as I shall live. He was acting like a dilino sometimes, but I loved him still.","Alas, Gejza… I will have that picture before my eyes as long as I shall live. He was a dilino sometimes, but I loved him still.",Gejza; dilino,Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
tibo_tibor_chudak_cinko_p_FB4S,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: tsikno, phral | preserved token(s) also present in English reference",!P Poor cinko phral…,Poor tsikno phral…,tsikno; phral,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
tova_rychtar_p_doprdele_p_JotX,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Verdammte, Scheiße | preserved token(s) also present in English reference",Verdammter Scheiß!,Verdammte Scheiße!,Verdammte; Scheiße,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
tri__slechtic__to_neni_za_fbbN,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Botschek, Hynek | preserved token(s) also present in English reference",That's not God's punishment. They brought it upon themselves. Botschek is as greedy as a pig and Hynek is… you know.,"God's punishment or not, they brought it upon themselves. Botschek is as greedy as a pig and Hynek is… well, you know.",Botschek; Hynek,Czech; French; German; Italian; Polish; Portuguese; Spanish; Turkish; Vietnamese
tria_baladazha_jaks_rek_j_NHM4,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Johan, Krumphanzl | preserved token(s) also present in English reference","As you said, this is about Johan, called Krumphanzl — it’s written right here in the letter and on the paper from the royal chamber.","As you said, this is about Johan, called Krumphanzl - it’s written right here in the letter and the edict from the royal chamber.",Johan; Krumphanzl,Czech; French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
tria_henry_a_dvakrat_ho_p_KsdR,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Voyta, Adela | preserved token(s) also present in English reference",You gave your word to Voyta the painter. Then to me as well! And you want to break both? No wonder Lady Adela doesn’t see you as the right sort of chap to be in charge here.,You gave your word to Voyta the painter. Then to me as well! And you want to break both? No wonder Lady Adela doesn’t see you as the right sort of fellah to be in charge here.,Voyta; Adela,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
