localization_key,English_display,English_reference,preserved_tokens,strong_preserved_tokens,preserved_in_languages,available_languages,strong_threshold,very_strong_threshold,very_strong_content_ratio,strong_content_ratio,max_language_preservation,source_score,direct_reference_diff,signal_languages,discovery_reasons
pozd_sousedsky_gru_gott_Y8zb,Grüß Gott!,Grüss Gott!,Grüß; Gott,grüss; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
pozd_sousedsky_gru_gott_jt6B,Grüß Gott!,Grüß Gott!,Grüß; Gott,grüss; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
pozd_sousedsky_gru_gott_woIV,Grüß Gott!,Grüss Gott!,Grüß; Gott,grüss; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
pozd_sousedsky_gru_gott_wqQc,Grüß Gott!,Grüß Gott!,Grüß; Gott,grüss; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
zjed_npc_zdrav_gru_gott_O0To,Grüß Gott!,Grüß Gott!,Grüß; Gott,grüss; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
gree_pozdrav_z_gut_margn_pEsK,Gut margn!,,Gut; margn,gut; margn,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
npc__npc_bezi__pomoc_rych_Erqz,Help! Aven arde!,!T Help! Aven arde!,Aven; arde,aven; arde,Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Turkish; Ukrainian; Vietnamese,15,6,9,0.667,0.667,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
npc__npc_bezi__pomoc_rych_hR1N,Help! Aven arde!,!T Help! Aven arde!,Aven; arde,aven; arde,Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Turkish; Ukrainian; Vietnamese,15,6,9,0.667,0.667,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
npc__npc_bezi__pomoc_pomo_OFUJ,Help! Pomozhinen mange!,!T Help! Pomozhinen mange!,Pomozhinen; mange,pomozhinen; mange,Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Turkish; Ukrainian; Vietnamese,15,6,9,0.667,0.667,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
npc__npc_bezi__pomoc_pomo_OnEJ,Help! Pomozhinen mange!,!THelp! Pomozhinen mange!,Pomozhinen; mange,pomozhinen; mange,Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Turkish; Ukrainian; Vietnamese,15,6,9,0.667,0.667,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
miko_showrunne_jindrich_p_UpOM,Henry predjal persho!,Henry crosses the line first!,predjal; persho,predjal; persho,Chineses; Chineset; French; German; Italian; Japanese; Korean; Portuguese; Russian; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
o_zi_kupec_tro_herr_bergo_SsCv,"Herr von Bergow does have a chapel in his castle, but it is not for commoners like you.","Herr Bergow does have a chapel in his castle, but it is not for commoners like you.",Herr; von,herr; von,Chineset; Czech; French; German; Italian; Polish; Portuguese; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.333,0.333,10,41,yes,german,signal_supported_two_token_preservation; english_reference_differs; signal_support
endi_rozloucen_hm_zaj_gez_JvGr,"Hm, zay gezunt...","Hm, Greetings...",Hm; zay; gezunt,zay; gezunt,Chineses; Chineset; French; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Vietnamese,15,6,9,1.000,1.000,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
endi_rozloucen_hm_zaj_gez_ubok,"Hm, zay gezunt…","!P Hm, Greetings...",Hm; zay; gezunt,zay; gezunt,Chineses; Chineset; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish,15,6,9,1.000,1.000,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
rozl_rozloucen_hm_salom_2sHn,"Hmm, sholem..","!P Hmm, shalom...",Hmm; sholem,hmm; sholem,Chineses; Chineset; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
assa_npc_vidi__hor_auf_st_wib6,Hör auf! That's enough!,!P Hör auf! That's enough!,Hör; auf,hör; auf,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish,15,6,9,0.500,0.500,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
lock_svedek_vi_hor_auf_zl_iJ5a,Hör auf! Thief!,!P Hör auf! Thief!,Hör; auf,hör; auf,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish,15,6,9,0.667,0.667,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
lock_obyvatel__hor_auf_co_19kZ,Hör auf! What are you doing?!,!P Hör auf! What are you doing?!,Hör; auf,hör; auf,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish,15,6,9,0.667,0.667,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
jola_jolanda_pomuzes_devl_islG,"I can't help him. But you can, devleskero manush.","!T I can't help him. But you can, devleskero manush.",devleskero; manush,devleskero; manush,Chineses; Chineset; Czech; French; German; Italian; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.500,0.500,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
npc__npc_nahod_ted_jsem_t_Izuh,I had it right here! Verdammter Mist...,!P I had it right here! Scheisse!,Verdammter; Mist,verdammter; mist,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish,15,6,9,0.667,0.667,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
zasa_obet_reag_trefili_me_RpQX,I've been hit! Es tut weh ...,!P I've been hit! Es schmerzt...,Es; tut; weh,tut; weh,Chineset; Czech; French; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.500,0.500,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
neme_udo_aus_t_ja_ich_hab_Gei5,Ja! Ich have aber…,Ja! Ich have aber…,Ja; Ich; have; aber,ich; aber,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
kost_kostky_he_ja_das_wars_0OxQ,"Ja, das war's.","Ja, Das war's.",Ja; das; war's,das; war's,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
se_s_samuel_ale_spravedln_JRWm,Justice was done! Borekh ha-shem!,!P Justice was done! Baruch Hashem!,Borekh; ha-shem,borekh; ha-shem,Chineses; French; German; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.500,0.500,10,41,yes,yiddish_hebrew,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
npc__npc_vidi__chomec_ben_WXRd,Khomets ben-yayen...,!P Chomec ben-jajen...,Khomets; ben-yayen,khomets; ben-yayen,Chineses; French; German; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
hosp_hospodyne_chomec_ben_E9a1,khometz ben-yayen!,!P Chometz ben yayen!,khometz; ben-yayen,khometz; ben-yayen,Chineses; French; German; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
tria_rychtar_p_krles_ZKTs,Kyrie eleison!,Krleš!,Kyrie; eleison,kyrie; eleison,Chineset; French; German; Italian; Japanese; Korean; Polish; Portuguese; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
stre_strelnice_dneska_mi__X8Qj,Ma egész jó vagyok.,Ma egész jó vagyok.,Ma; egész; jó; vagyok,egész; vagyok,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,hungarian,dense_two_very_strong_preserved_tokens; signal_support
npc__npc_vidi__schovej_to_XleG,Ma ker dilinyipen! Put it away!,!T Ma ker dilinyipen! Put it away!,Ma; ker; dilinyipen,ker; dilinyipen,Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian,15,6,9,0.500,0.500,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
gius_giuseppe_maminko_proc_B9J6,"Mamma, perché...","Mother, why...",Mamma; perché,mamma; perché,Chineses; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
prat_pratelsky_pomsta_bud_qCqM,"Megbosszulunk, ne félj.","Megbosszulunk, ne félj.",Megbosszulunk; ne; félj,megbosszulunk; félj,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,czech,dense_two_very_strong_preserved_tokens; signal_support
goss_gossip_na_och_BiC6,Mein Gott!,Mein gott!,Mein; Gott,mein; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
goss_situace_z_mein_gott_Qfs4,Mein Gott!,Mein Gott!,Mein; Gott,mein; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
kost_kibic_fac_mein_gott_shLz,Mein Gott!,Mein Gott!,Mein; Gott,mein; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
nena_nenasel_z_mein_gott_UcFv,Mein Gott.,Mein Gott.,Mein; Gott,mein; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
nena_nenasla_z_mein_gott_6mK6,Mein Gott.,Mein Gott.,Mein; Gott,mein; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
kost_kostky_pa_mein_gott_y4Ci,Mein Gott…,Mein Gott...,Mein; Gott,mein; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
pozd_sousedsky_lacho_3VIq,Mishtes. Palikerav.,!T Mishtes. Palikerav.,Mishtes; Palikerav,mishtes; palikerav,Chineses; Chineset; French; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
kuma_spizovaci_co_koukate_OiXm,Mit bámultok?,Mit bámultok?,Mit; bámultok,mit; bámultok,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,hungarian,dense_two_very_strong_preserved_tokens; signal_support
utrz_kuman_dos_co_to_delas_GkYP,Mit csinálsz?!,Mit csinálsz?!,Mit; csinálsz,mit; csinálsz,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,hungarian,dense_two_very_strong_preserved_tokens; signal_support
diva_divak_kom_co_to_delas_82Ko,Mit művelsz?,Mit művelsz?,Mit; művelsz,mit; művelsz,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,hungarian,dense_two_very_strong_preserved_tokens; signal_support
kuma_spizovaci_co_se_skle_MQMk,Mit vigyorogsz?,Mit vigyorogsz?,Mit; vigyorogsz,mit; vigyorogsz,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,hungarian,dense_two_very_strong_preserved_tokens; signal_support
assa_pratelske_nech_toho_fn6i,Muk man!,!T Muk man!,Muk; man,muk; man,Chineses; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
turn_kutnohors_na_co_ceka_RZah,"Na co čekáš, až zahřmí?",,Na; co; čekáš; až; zahřmí,čekáš; zahřmí,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,czech,dense_two_very_strong_preserved_tokens; signal_support
npc__kuman_se__neser_se_d_Haqz,Ne baszakodj vele!,Ne baszakodj vele!,Ne; baszakodj; vele,baszakodj; vele,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,czech,dense_two_very_strong_preserved_tokens; signal_support
hadk_event_rva_necum_ty_p_20mD,"Ne bámulj, te kutya!","Ne bámulj, te kutya!",Ne; bámulj; te; kutya,bámulj; kutya,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,czech,dense_two_very_strong_preserved_tokens; signal_support
neko_nekoho_ta_uz_se_vezou_z0aA,Ne kíméljétek őket!,Ne kíméljétek őket!,Ne; kíméljétek; őket,kíméljétek; őket,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,czech,dense_two_very_strong_preserved_tokens; signal_support
neco_kuman_nec_dopr_nevid_CRO7,Nem látom.,Nem látom.,Nem; látom,nem; látom,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,hungarian,dense_two_very_strong_preserved_tokens; signal_support
host_hospodsky_nastesti_m_5Vrt,"No Germans come here, zum Glück.","!P ?? Zum Glück, no Germans come here.",zum; Glück,zum; glück,Chineses; Chineset; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian,15,6,9,0.667,0.667,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
arne_arne_nemec_kein_mome_Sd3y,"No, keinen Moment more!",!P Kein moment!,keinen; Moment,keinen; moment,Chineset; Czech; French; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.667,0.667,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
hled_npc_hleda_ten_pes_st_39LD,Oda djungoshis fired from over there!,!T Oda djungoshis fired from over there!,Oda; djungoshis,oda; djungoshis,Chineset; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.500,0.500,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
hled_npc_hleda_ten_smrad__KzTG,Oda djungoshis must have shot from here?,!T Oda djungoshis must have shot from here?,Oda; djungoshis,oda; djungoshis,Chineset; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.500,0.500,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
dost_soldier_d_oh_mein_ko_p849,"Oh, mein Kopf!","Oh, mein Kopf!",Oh; mein; Kopf,mein; kopf,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
s_me_oswald_to_oswald_tor_YRLu,"Oswald Torwart, magister, at your service.","Oswald Torwart, magister, at your service.",Oswald; Torwart; magister,oswald; torwart; magister,Czech; French; German; Italian; Polish; Portuguese; Spanish; Turkish; Vietnamese,15,6,9,0.500,0.750,9,41,no,,dense_two_very_strong_preserved_tokens
gree_pozdrav_m_oy_vej_fra_4kP4,"Oy vej, Frajnd!",,Oy; vej; Frajnd,vej; frajnd,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,yiddish_hebrew,dense_two_very_strong_preserved_tokens; signal_support
gree_pozdrav_z_oy_vey_fra_dAo2,"Oy vey, Frajnd!",,Oy; vey; Frajnd,vey; frajnd,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,yiddish_hebrew,dense_two_very_strong_preserved_tokens; signal_support
npc__npc_vidi__schovej_to_CECt,"Put it away, dilino kar.","!T Put it away, kareya.",dilino; kar,dilino; kar,Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian,15,6,9,0.500,0.500,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
vask_vasko_dobra_s_cim_bu_gtj2,Sehr schön. What shall we fight with?,!P Richtig. What shall we fight with?,Sehr; schön,sehr; schön,Chineses; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian,15,6,9,0.500,0.500,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
pozd_sousedsky_salom_alej_LrEq,Sholem aleykhem!,Shalom aleichem!,Sholem; aleykhem,sholem; aleykhem,Chineses; French; German; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
pozd_sousedsky_salom_alej_qDpW,Sholem aleykhem!,Shalom aleichem!,Sholem; aleykhem,sholem; aleykhem,Chineses; French; German; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
