localization_key,English_reference,Chineses_display,Chineset_display,Czech_display,English_display,French_display,German_display,Italian_display,Japanese_display,Korean_display,Polish_display,Portuguese_display,Russian_display,Spanish_display,Turkish_display,Ukrainian_display,Vietnamese_display
meni_soldier_s_sprich_ein_ng5C,!P Sprich ein Gebet!,Sprich ein Gebet! （念你的遗言吧！）,Sprich ein Gebet!（準備去死吧！）,Sprich ein Gebet!,Sprich ein Gebet!,Sprich ein Gebet!,Sprich deine Gebete!,Sprich ein Gebet!,Sprich ein Gebet!,Sprich ein Gebet!,Sprich ein Gebet!,Sprich ein Gebet!,Sprich ein Gebet!,¡Sprich ein Gebet!,Sprich dein Gebet!,Sprich ein Gebet!,Sprich ein Gebet!
gree_obchodnik_schnell_Ew6K,Sprich oder renne!,Sprich oder geh!,Sprich oder geh!（有話快說，不然就滾！）,Sprich oder geh!,Sprich oder geh!,Sprich oder geh!,Spuck’s aus oder geh!,Sprich oder geh!,Sprich oder geh!,Sprich oder geh!,Sprich oder geh!,Sprich oder geh!,Sprich oder geh!,¡Sprich oder geh!,Sprich oder geh!,Sprich oder geh!,Sprich oder geh!
turn_kutnohors_srabe_srab_PuEv,,SRA-BE! SRA-BE! SRA-BE!,SRA-BE! SRA-BE! SRA-BE!,SRA-BE! SRA-BE! SRA-BE!,SRA-BE! SRA-BE! SRA-BE!,SRA-BE! SRA-BE! SRA-BE!,SRA-BE! SRA-BE! SRA-BE!,SRA-BE! SRA-BE! SRA-BE!,SRA-BE! SRA-BE! SRA-BE!,SRA-BE! SRA-BE! SRA-BE!,SRA-BE! SRA-BE! SRA-BE!,SRA-BE! SRA-BE! SRA-BE!,SRA-BE! SRA-BE! SRA-BE!,SRA-BE! SRA-BE! SRA-BE!,SRA-BE! SRA-BE! SRA-BE!,SRA-BE! SRA-BE! SRA-BE!,SRA-BE! SRA-BE! SRA-BE!
ph_l_legatuv_m_stai_atten_UcKE,!P Stai attento!,Stai attento（你给我小心点）！,Stai attento!,Stai attento!,Stai attento!,Stai attento !,Stai attento!,Stai attento!,Stai  attento!,Stai attento!,Stai attento!,Stai attento!,Stai attento!,¡Stai attento!,Stai attento!,Stai attento!,Stai attento!
reak_kutnohors_zdislav_zd_Frxb,Irvin! Irvin!,斯坦尼斯拉夫！斯坦尼斯拉夫！,斯坦尼斯拉夫！斯坦尼斯拉夫！,Zdislav! Zdislav!,Stanislav! Stanislav!,Stanislav ! Stanislav !,Stanislav! Stanislav!,Stanislav! Stanislav!,スタニスラフ！  スタニスラフ！,스타니슬라프! 스타니슬라프!,Stanisław! Stanisław!,Stanislav! Stanislav!,Станислав! Станислав!,¡Stanislav! ¡Stanislav!,Stanislav! Stanislav!,Здіслав! Здіслав!,Stanislav! Stanislav!
reak_kutnohors_zeleznak_z_1Ecz,Iron! Iron! Iron!,斯坦尼斯拉夫！斯坦尼斯拉夫！斯坦尼斯拉夫！,斯坦尼斯拉夫！斯坦尼斯拉夫！斯坦尼斯拉夫！,Železňák! Železňák! Železňák!,Stanislav! Stanislav! Stanislav!,Stanislav ! Stanislav ! Stanislav !,Stanislav! Stanislav! Stanislav!,Stanislav! Stanislav! Stanislav!,スタニスラフ！  スタニスラフ！  スタニスラフ！,스타니슬라프! 스타니슬라프! 스타니슬라프!,Stanisław! Stanisław! Stanisław!,Stanislav! Stanislav! Stanislav!,Станислав! Станислав! Станислав!,¡Stanislav! ¡Stanislav! ¡Stanislav!,Stanislav! Stanislav! Stanislav!,Залізняк! Залізняк! Залізняк!,Stanislav! Stanislav! Stanislav!
kupec_poslednib_zustan_si_CS9g,"Stay guildmaster, mein Bruder, but be careful, we’ll be watching you!",继续当你的公会领袖，mein Bruder（我的哥哥），但我们会盯着你！,你就繼續擔任公會大師吧，mein Bruder（哥哥），但最好小心點，我們會盯著你！,"Zůstaň si cechmistrem, mein Bruder, ale dej si pozor, budeme vás sledovat!","Stay guildmaster, mein Bruder, but be careful, we’ll be watching you!","Reste donc maître de ta guilde, mein Bruder, mais attention : nous te surveillerons de près !","Bleibe Gildenmeister, mein Bruder, aber sei vorsichtig, wir behalten dich im Auge!","Rimani a capo della gilda, mein Bruder, ma fa' attenzione: ti terremo d'occhio!",ギルド長は兄さんに続けてもらう  だが気をつけろ<br/>見ているからな！,"계속 길드장을 맡아줘, mein Bruder. 하지만 조심하라고. 우리가 지켜보고 있을 테니!","Pozostań mistrzem cechu, mein Bruder, ale pamiętaj, że będę cię miał na oku.","Continue como mestre da guilda, mein Bruder, mas tenha cuidado, estaremos de olho em você!","Оставайся гильдмастером, mein Bruder, но будь осторожен. Мы будем приглядывать.","Seguid siendo el maese del gremio, mein Bruder, pero tened cuidado, ¡que os vigilo!","Lonca ustası olarak kal, mein Bruder, ama dikkatli ol, seni gözetliyor olacağız!","Залишайся цехмайстром, але знай, ми будемо за тобою приглядати!","Cứ làm Hội trưởng công hội đi, mein Bruder, nhưng cẩn thận đấy, bọn tôi sẽ theo dõi sát sao."
ukon_vozka_voz_ou_stehen__RRSc,"!P Ou, Stehen bleiben... Halt!",Stehen bleiben … Halt!,Stehen bleiben（哦，別這樣）……停！,Stehen bleiben... Halt!,Stehen bleiben … Halt!,Stehen bleiben … Halt!,Stehen bleiben … Halt!,Stehen bleiben … Halt!,Stehen bleiben … Halt!,"Ou, Stehen bleiben... Halt!",Stehen bleiben... Halt!,Stehen bleiben… Halt!,Stehen bleiben… Halt!,Stehen bleiben … Halt!,Stehen bleiben … Halt!,Stehen bleiben… Halt!,Stehen bleiben … Halt!
prov_soldier_u_stirb_mann_h3mE,"!P Stirb, Mann!","Stirb, Mann! (受死吧！）","Stirb, Mann!（去死吧！）","Stirb, Mann!","Stirb, Mann!","Stirb, Mann!","Jetzt stirb, du Ratte!","Stirb, Mann!","Stirb, Mann!","Stirb, Mann!","Stirb, Mann!","Stirb, Mann!","Stirb, Mann!","¡Stirb, Mann!","Stirb, Mann!","Stirb, Mann!","Stirb, Mann!"
arne_arne_nemec_tuche_z_t_vstB,Stoffe... they make clothing daraus. In Frankfurt gibt es a big trade mit Stoffen.,Stoffe... they make clothing daraus. In Frankfurt gibt es a big trade mit Stoffen.（东西…他们做衣服。法兰克福有一个很大的服装集市。）,Stoffe是……拿來做衣服的東西，法蘭克福很多Stoffen（布料）買賣。,Tuche... z toho kabáty se dělat. Ve Frankfurt velká obchod s Tuche.,Stoffe... they make clothing daraus. In Frankfurt gibt es a big trade mit Stoffen.,"Stoffe… pour faire les vêtements. À Frankfurt, il y a un gros commerce mit Stoffen.","„Voller Stoff“ … das, woraus Kleider gemacht werden. In Frankfurt wird damit viel gehandelt.",Stoffe… Per farne vestiti. A Francoforte c'è un grande commercio mit Stoffen.,布だ…  服を作るヤツだった  フランクフルトは<br/>布の取引が盛んでな,Stoffe... 옷을 만드는 재료 말이야. 프랑크푸르트는 Stoffen 거래가 아주 활발하거든.,Stoffe... robią ubrania daraus. In Frankfurt gibt es duży handel mit Stoffen.,Stoffe… eles fazem roupas daraus. Em Frankfurt gibt es um grande comércio mit Stoffen.,Stoffe... это делать одежда daraus. Во Франкфурте есть большой торговля mit Stoffen.,Stoffe… Lo que usan para hacer ropa. En Frankfurt se comercia mucho con Stoffen.,Stoffe… kıyafet yaparlar daraus. Frankfurt gibt es büyük ticaret mit Stoffen.,Stoffe... з чого роблять одяг daraus. У Frankfurt gibt es велика торгівля mit Stoffen.,Stoffe… là vải vóc ấy. Người ta dùng để may áo quần. Ở Frankfurt có cả một mạng lưới buôn bán vải lớn.
pred_prekupnik_a_mel_bych_LCvc,"Stop by once you have something better for sale, mein Freund.",如果你有更好的东西要卖，尽管来找我，mein Freund（朋友）。,Mein Freund（親愛的朋友），等你拿到更值錢的東西再來找我吧。,"Stav se, až budeš mít něco lepšího na prodej, mein Freund.","Stop by once you have something better for sale, mein Freund.","Passe me voir quand tu auras mieux à vendre, mein Freund.","Komm vorbei, sobald du etwas Besseres im Angebot hast, mein Freund.","Ripassa quando hai qualcosa di meglio da vendere, mein Freund.",売りたいものがあったらいつでも寄ってちょうだい,"더 좋은 물건이 생기면 또 들르라고, mein Freund.","Wpadnij, kiedy będziesz miał na sprzedaż coś lepszego, mein Freund.","Volte quando tiver coisa melhor pra vender, mein Freund.","Заходи ко мне снова, если найти, что продать, mein Freund.","Regresad cuando tengáis algo mejor que vender, mein Freund.","Satacak daha iyi bir şeylerin olunca uğra, mein Freund.","Заходь, коли матимете щось краще на продаж, mein Freund.","Quay lại khi cậu có món nào ngon hơn để bán đi, mein Freund."
hrac_npc_je_za_prestan_le_yPbo,!P Stop that! Leg us runter!,住手！把它放下！,別這樣！Leg das runter!（把那放下！）,Přestaň! Leg das runter!,Stop that! Leg das runter!,Arrête ça ! Leg das runter!,Hör auf damit! Leg das runter!,Basta! Leg das runter!,やめて！  それを下ろして！,그만 해요! Leg us runter!,Przestań! Leg us runter!,Pare com isso! Leg das runter!,Прекрати! Leg das runter!,¡Basta! ¡Leg das runter!,Kes şunu! Leg das runter!,Досить! Сховай це!,Dừng lại! Bỏ nó xuống!
bohu_bohuta_pl_stultorum__4BGj,!P Stultorum mater sempiter gravida.,Stultorum mater sempiter gravida.（这世上的傻子真是源源不断。）,Stultorum mater sempiter gravida.（蠢人隨處可見。）,Stultorum mater sempiter gravida.,Stultorum mater sempiter gravida.,Stultorum mater sempiter gravida.,Stultorum mater sempiter gravida.,Stultorum mater sempiter gravida.,（愚か者の母親は常に子を孕んでいる）,Stultorum mater sempiter gravida.,Stultorum mater sempiter gravida.,Stultorum mater sempiter gravida.,Stultorum mater sempiter gravida.,Stultorum mater sempiter gravida.,Stultorum mater sempiter gravida.,Stultorum mater sempiter gravida.,Stultorum mater sempiter gravida.
eich_cechmistr_starker_P1Jk,Stärker!,Stärker!（再加把劲！）,Stärker（用力）！,Stärker!,Stärker!,Stärker !,Härter!,Stärker!,Stärker!,Stärker!,Stärker!,Stärker!,Stärker!,¡Stärker!,Stärker!,Stärker!,Stärker!
zada_hospodsky_nekdo_od_r_fZqg,"Such a man is useful imerwere, but what of reading? Kannst Du lesen?",这样的人在某些情况下很有用，但阅读呢？Aber kannst du auch lesen（你识字吗）？,壯漢很有用處，但是你的閱讀能力怎麼樣？Kannst Du lesen（你識字嗎）？,"Někdo takovej se hodí imerwere, ale co čtení? Aber kannst du auch lesen?","Such a man is useful imerwere, but what of reading? Aber kannst du auch lesen?","Ce genre d'homme est utile, imerwere, mais et la lecture ? Aber kannst du auch lesen ?",So einen Mann kann ich immer gebrauchen. Aber kannst du auch lesen?,"Un uomo così torna sempre utile, ma riguardo al leggere? Kannst du auch lesen?",これなら使えそうだな  ところで<br/>字は読めるのか？  どうなんだ？,이 정도면 쓸모가 있지. 그런데 글은 어떤가? Aber kannst du auch lesen?,Ktoś taki jest imerwere przydatny. A co z czytaniem?  Aber kannst du auch lesen?,"Um homem desses é útil imerwere, mas e ler? Aber kannst du auch lesen?","Такой человек нужный imerwere, но еще надо читать. Aber kannst du auch lesen?","Un hombre así es útil imerwere, pero ¿qué hay de la lectura? Aber ¿kannst du auch lesen?","Böyle bir adam imerwere işe yarar, peki ya okuma? Aber kannst du auch lesen?",Такий будь-де згодитися. А як читання? Aber kannst du auch lesen?,"Thế này thì có vẻ dùng được. Nhân tiện, cậu có biết chữ không?"
spec_oswald_to_doba_uz_je_SEgF,"!P Such are the times, mein Freund. Trust, but verify.",世道如此，mein Freund（我的朋友）。可以相信，但要核实。,現在世道難啊，mein Freund（朋友）。你能相信別人，但還是得長點心眼。,"Doba už je taková, mein freund. Důvěřuj, ale prověřuj.","Such are the times, mein Freund. Trust, but verify.","C'est l'époque qui veut ça, mein Freund. Faire confiance, oui, mais toujours vérifier.","So ist’s nun mal, mein Freund. Vertrauen allein reicht nicht.","Sono tempi duri, mein Freund. Fidarsi è bene…",こんな時代だ  信頼関係は確認の上  成り立つ,"시국이 시국이니 말이네, mein Freund. 신뢰하되, 검증이 필요하지.","Takie czasy, mein Freund. Ufaj, ale pilnuj.","São os tempos em que vivemos, mein Freund. Confie, mas desconfie.","Такое время, mein Freund. Доверяй, но проверяй.","Corren malos tiempos, mein Freund. Confiad, pero confirmad.","Zaman böyle, mein Freund. İtimat kontrole mâni değildir.","Такі вже зараз часи, mine Freund. Довіряй, та перевіряй.","Thời thế là vậy đấy, mein Freund. Tin thì cứ tin, nhưng vẫn phải kiểm chứng."
henr_menhart_z_drzost_zad_upHK,"Such audacity! I will not pay any Geldstrafe, und schon gar nicht to this coward and cheat! Das ist ungerecht!",真是胆大妄为！我不会付任何Geldstrafe（罚金），und schon gar nicht（当然不会付给）这个懦夫和骗子！Das ist ungerecht（这不合法）！,豈有此理！這筆Geldstrafe（罰款）我一毛都不會繳，und schon gar nicht（更不會）付給這懦夫兼騙子！Das ist ungerecht!（這一點都不公平！）,Taková drzost! Žádnou Geldstrafe platit nebudu und ganz nicht těmhle zbabělec a podvodník! To je ungerecht!,"Such audacity! I will not pay any Geldstrafe, und schon gar nicht to this coward and cheat! Das ist ungerecht!","Quelle audace ! Je ne paierai pas de Geldstrafe, und schon gar nicht à ce pleutre ! Das ist ungerecht !",Was für eine Frechheit! Ich werde doch keine Geldstrafe bezahlen – und schon gar nicht an diesen Feigling und Betrüger! Das ist ungerecht!,"Che ardire! Non pagherò proprio niente, men che meno a questo imbroglione! Das ist ungerecht!",よくもぬけぬけと！  罰金など払うものか  ましてや<br/>この腰抜け詐欺師になど！  こんなの間違ってる！,이렇게 뻔뻔할 수가! Geldstrafe는 한 푼도 내지 않겠소. 이 겁쟁이와 사기꾼한테도 마찬가지야! Das ist ungerecht!,"Bezczelność! Nie zapłacę żadnej Geldstrafe, und schon gar nicht temu tchórzowi i oszustowi! Das ist ungerecht!","A audácia! Não pagarei nenhuma Geldstrafe, und schon gar nicht para esse vigarista covarde! Das ist ungerecht!","Какая наглость! Я не платить никакой Geldstrafe, und schon gar nicht этот трус и мошенник! Das ist ungerecht!","¡Qué descaro! ¡No pagaré Geldstrafe ninguna, und schon gar nicht a este apocado embustero! ¡Das ist ungerecht!","Bu ne küstahlık! Bir Geldstrafe bile ödemem, und schon gar nicht bu korkak ve hileciye! Das ist ungerecht!","Яке нахабство! Жодного Geldstrafe я не платитиму, und schon gar nicht цьому боягузу та шахраю! Das ist ungerecht!","Vớ vẩn thật. Tôi sẽ không trả bất kỳ khoản tiền phạt nào, và chắc chắn không trả cho mấy kẻ hèn nhát và lừa đảo này! Điều này thật không công bằng!"
priv_obchodnic_wahl_einfa_jSbx,Wähl einfach...,Such dir was aus …（随便看看吧……）,Such dir was aus …（歡迎到處看看……）,Such dir was aus …,Such dir was aus …,Such dir was aus…,Such dir was aus ...,Such dir was aus …,Such dir was aus …,Such dir was aus …,Such dir was aus…,Such dir was aus…,Such dir was aus…,Such dir was aus…,Such dir was aus ...,Such dir was aus …,Such dir was aus …
krov_kostkar_k_takovej_sm_T9AD,Such dumb luck!,Such dumb luck!,Such dumb luck!,Takový smůly!,Such dumb luck!,Such dumb luck!,Such dumb luck!,Such dumb luck!,Such dumb luck!,Such dumb luck!,Such dumb luck!,Such dumb luck!,Such dumb luck!,Such dumb luck!,Such dumb luck!,Such dumb luck!,Such dumb luck!
mari_marika_sukervica_tuk_4zB5,Sukervitza tuke pro piski te marel!,Sukervitsa tuke pro piski te marel!,Sukervica tuke pro piski te marel!,Sukervica tuke pro piski te marel!,Sukervitsa tuke pro piski te marel!,Sukervitsa tuke pro piski te marel!,Sukervitsa tuke pro piski te marel!,Sukervitsa tuke pro piski te marel!,（鞭で打たれたって言わないわ！）,Sukervitsa tuke pro piski te marel!,Sukerwica tuke pro piski te marel!,Sukervitsa tuke pro piski te marel!,Sukervitsa tuke pro piski te marel!,¡Sukervitsa tuke pro piski te marel!,Sukervitsa tuke pro piski te marel!,Sukervitsa tuke pro piski te marel!,Sukervitsa tuke pro piski te marel!
free_obet_reag_pannenkoma_FJoe,!T Sunto Maria!,Sunto Maria!,Sunto Maria!,Sunto Maria!,Sunto Maria!,Sunto Maria!,Sunto Maria!,Sunto Maria!,Sunto Maria!,Sunto Maria!,Sunto Maria!,Sunto Maria!,Sunto Maria!,¡Sunto Maria!,Sunto Maria!,Sunto Maria!,Sunto Maria!
